filename,label,dataset_code,source_name,source_id,source_ref,original_width,original_height,saved_path,sha256,batch_id,original_filename,class_label,source_dataset,processed_path,processed_width,processed_height,original_format,original_mode,processed_mode
rl_coco_000011.png,rl,coco,MS_COCO_2017,144200,http://images.cocodataset.org/train2017/000000144200.jpg,640,412,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000011.png,28f96726fcd9110e8aee5bce099f64fde25cbe2b9971db616b950124f329f95c,1,rl_coco_000011.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000011.png,256,256,PNG,RGB,L
rl_coco_000012.png,rl,coco,MS_COCO_2017,72843,http://images.cocodataset.org/train2017/000000072843.jpg,480,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000012.png,40acd9c288d7c8d67277bc74e24808a693fd24f4e19e175accd5f0474f0bb09e,1,rl_coco_000012.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000012.png,256,256,PNG,RGB,L
rl_coco_000013.png,rl,coco,MS_COCO_2017,245453,http://images.cocodataset.org/train2017/000000245453.jpg,640,438,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000013.png,16eb4ef9085cf3460fe38a781e4ccac26bb7a94fe2868f30de8ff99b0673c338,1,rl_coco_000013.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000013.png,256,256,PNG,RGB,L
rl_coco_000014.png,rl,coco,MS_COCO_2017,466211,http://images.cocodataset.org/train2017/000000466211.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000014.png,109e48e2d24f7db5f6ed5b3247e970bbfc1ce274df4759c00a228339f14becab,1,rl_coco_000014.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000014.png,256,256,PNG,RGB,L
rl_coco_000015.png,rl,coco,MS_COCO_2017,409251,http://images.cocodataset.org/train2017/000000409251.jpg,640,555,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000015.png,797627bd3256b0fa82010090dc0aa85cb9891b7fb64ff29e44253d0e034d6cae,1,rl_coco_000015.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000015.png,256,256,PNG,RGB,L
rl_coco_000016.png,rl,coco,MS_COCO_2017,240727,http://images.cocodataset.org/train2017/000000240727.jpg,500,375,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000016.png,32a709678d5dd25b9ff9b8ba26e253ca1509b29af74ac4b2d2fe444f6207eb28,1,rl_coco_000016.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000016.png,256,256,PNG,RGB,L
rl_coco_000017.png,rl,coco,MS_COCO_2017,246199,http://images.cocodataset.org/train2017/000000246199.jpg,429,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000017.png,693376d09c6884582b324986a173163a34b9c5978218e55284714adedac629ee,1,rl_coco_000017.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000017.png,256,256,PNG,RGB,L
rl_coco_000018.png,rl,coco,MS_COCO_2017,77123,http://images.cocodataset.org/train2017/000000077123.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000018.png,571ea623716047c89ec66453e8397a164780e3572054a8402a27d442dd32168e,1,rl_coco_000018.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000018.png,256,256,PNG,RGB,L
rl_coco_000019.png,rl,coco,MS_COCO_2017,573206,http://images.cocodataset.org/train2017/000000573206.jpg,640,360,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000019.png,2bb035612c834f97b20356728039c588470e1898f7cba56a489faad221fe60ce,1,rl_coco_000019.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000019.png,256,256,PNG,RGB,L
rl_coco_000020.png,rl,coco,MS_COCO_2017,283210,http://images.cocodataset.org/train2017/000000283210.jpg,640,583,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000020.png,140386aa0aab410ea3120b7b06aaeee5e0fe361a922cb71364e3b2f4d3c5bd06,1,rl_coco_000020.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000020.png,256,256,PNG,RGB,L
rl_coco_000021.png,rl,coco,MS_COCO_2017,321079,http://images.cocodataset.org/train2017/000000321079.jpg,640,426,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000021.png,affc1fa3b676959ce7736846abe066318765c4ae415c20f8e020a9da2e90c72b,1,rl_coco_000021.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000021.png,256,256,PNG,RGB,L
rl_coco_000022.png,rl,coco,MS_COCO_2017,387173,http://images.cocodataset.org/train2017/000000387173.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000022.png,cf2583d8f3959bb551a59a0f4e24bcd552bdae241fc192e41c713556b6c92719,1,rl_coco_000022.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000022.png,256,256,PNG,RGB,L
rl_coco_000023.png,rl,coco,MS_COCO_2017,455859,http://images.cocodataset.org/train2017/000000455859.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000023.png,ef21b675593ef375552f2a6d25d0723a48f9d39201cfc5fb47e185d0a82cce02,1,rl_coco_000023.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000023.png,256,256,PNG,RGB,L
rl_coco_000024.png,rl,coco,MS_COCO_2017,40986,http://images.cocodataset.org/train2017/000000040986.jpg,640,428,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000024.png,f86ac14215883631c7a7f11265d16346c13b85692554c995034e754b98a50e4f,1,rl_coco_000024.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000024.png,256,256,PNG,RGB,L
rl_coco_000025.png,rl,coco,MS_COCO_2017,46859,http://images.cocodataset.org/train2017/000000046859.jpg,640,429,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000025.png,ec04e4601579a71306eab68daa0ba6f0a3723eb7e33cc4a836611b980ca9be43,1,rl_coco_000025.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000025.png,256,256,PNG,RGB,L
rl_coco_000026.png,rl,coco,MS_COCO_2017,146193,http://images.cocodataset.org/train2017/000000146193.jpg,640,425,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000026.png,6f36f68a30d53c89cf909eba4339e4d619375c525d383198d3fdf6f340544e2d,1,rl_coco_000026.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000026.png,256,256,PNG,RGB,L
rl_coco_000027.png,rl,coco,MS_COCO_2017,449981,http://images.cocodataset.org/train2017/000000449981.jpg,640,428,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000027.png,0a9eb31db7d82a91c4964636d8fcfbc4f3c1d3808ce43157ff6278d5681029cd,1,rl_coco_000027.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000027.png,256,256,PNG,RGB,L
rl_coco_000028.png,rl,coco,MS_COCO_2017,521967,http://images.cocodataset.org/train2017/000000521967.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000028.png,b093f0874da38968611099215bdfe3fdec7afb49adfede502c05b8dc7b61fc7a,1,rl_coco_000028.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000028.png,256,256,PNG,RGB,L
rl_coco_000029.png,rl,coco,MS_COCO_2017,420229,http://images.cocodataset.org/train2017/000000420229.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000029.png,84202522ffd0be2d9c56cba49bd07b2571750ccc697f5fd572a2e9a64781b915,1,rl_coco_000029.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000029.png,256,256,PNG,RGB,L
rl_coco_000030.png,rl,coco,MS_COCO_2017,289423,http://images.cocodataset.org/train2017/000000289423.jpg,640,426,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000030.png,71ab286b3325b29ac464c356ca841d9f4cc5eff0281794a7ea551b49fd9aec6a,1,rl_coco_000030.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000030.png,256,256,PNG,RGB,L
rl_coco_000031.png,rl,coco,MS_COCO_2017,115178,http://images.cocodataset.org/train2017/000000115178.jpg,640,458,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000031.png,fe662bf6b8d81a83961faf77d4a72f25fb11c3b28e0cfa1aa66ae573e59ad650,1,rl_coco_000031.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000031.png,256,256,PNG,RGB,L
rl_coco_000032.png,rl,coco,MS_COCO_2017,110196,http://images.cocodataset.org/train2017/000000110196.jpg,640,427,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000032.png,947e59db9858c8ebe59ac5bdadb50a133905c13224e8cc7c013818fdf3c89b9e,1,rl_coco_000032.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000032.png,256,256,PNG,RGB,L
rl_coco_000033.png,rl,coco,MS_COCO_2017,251252,http://images.cocodataset.org/train2017/000000251252.jpg,375,500,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000033.png,c7e63a65a4e29a967231092b9100424b34ea43bc4ec443661a9d778dd32e4ad8,1,rl_coco_000033.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000033.png,256,256,PNG,RGB,L
rl_coco_000034.png,rl,coco,MS_COCO_2017,287570,http://images.cocodataset.org/train2017/000000287570.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000034.png,9acdbd3b7ca76068df58979141eabe58c4046b3ce0715b54c7661c4ce9944e04,1,rl_coco_000034.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000034.png,256,256,PNG,RGB,L
rl_coco_000035.png,rl,coco,MS_COCO_2017,127749,http://images.cocodataset.org/train2017/000000127749.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000035.png,e957d6295becdef146e36f45f5f94b159f09082d9330830d084af6a49fe932d4,1,rl_coco_000035.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000035.png,256,256,PNG,RGB,L
rl_coco_000036.png,rl,coco,MS_COCO_2017,326781,http://images.cocodataset.org/train2017/000000326781.jpg,480,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000036.png,43e16ccc6194821452bf72a8b97da46f371fc25be0cf43df0da4bba9d44f6ba8,1,rl_coco_000036.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000036.png,256,256,PNG,RGB,L
rl_coco_000037.png,rl,coco,MS_COCO_2017,12370,http://images.cocodataset.org/train2017/000000012370.jpg,640,428,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000037.png,a35f3bc30117191f387cd6384db91b76f759989a776688df6727f16318bcebc4,1,rl_coco_000037.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000037.png,256,256,PNG,RGB,L
rl_coco_000038.png,rl,coco,MS_COCO_2017,189845,http://images.cocodataset.org/train2017/000000189845.jpg,500,400,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000038.png,05e67b5e945b3590b244b78a2ca4a72eced9b5d5d82a7d26b41b16f8f0fd38f6,1,rl_coco_000038.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000038.png,256,256,PNG,RGB,L
rl_coco_000039.png,rl,coco,MS_COCO_2017,554114,http://images.cocodataset.org/train2017/000000554114.jpg,480,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000039.png,5bc42f800afa57bb68092ab1a452d265c278d124650251d2d040615d9cb00259,1,rl_coco_000039.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000039.png,256,256,PNG,RGB,L
rl_coco_000040.png,rl,coco,MS_COCO_2017,201925,http://images.cocodataset.org/train2017/000000201925.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000040.png,f0cb3da82accbe0c4c4afba342e7eef2feaa44c75f50c3bb7c90e9fa0290c78d,1,rl_coco_000040.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000040.png,256,256,PNG,RGB,L
rl_coco_000041.png,rl,coco,MS_COCO_2017,484816,http://images.cocodataset.org/train2017/000000484816.jpg,640,426,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000041.png,c6d5d53ba9b7f7422999c580ea95e0b75bc96ca9f735573915edbb3dc7d9821a,1,rl_coco_000041.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000041.png,256,256,PNG,RGB,L
rl_coco_000042.png,rl,coco,MS_COCO_2017,448269,http://images.cocodataset.org/train2017/000000448269.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000042.png,78681023c5832c5923061ef3555dd7dafd88a97d792646cdb9d5442dc56af7d3,1,rl_coco_000042.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000042.png,256,256,PNG,RGB,L
rl_coco_000043.png,rl,coco,MS_COCO_2017,143975,http://images.cocodataset.org/train2017/000000143975.jpg,500,334,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000043.png,35989c6d7c3109b7a323f73afdcbd39d635a8daefa9011e092547f8bdec5d9e1,1,rl_coco_000043.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000043.png,256,256,PNG,RGB,L
rl_coco_000044.png,rl,coco,MS_COCO_2017,260166,http://images.cocodataset.org/train2017/000000260166.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000044.png,f922ec3599e5e381726c806b9d6f9f5d6ccedb8223e2c963626f762cf9d0daf5,1,rl_coco_000044.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000044.png,256,256,PNG,RGB,L
rl_coco_000045.png,rl,coco,MS_COCO_2017,472621,http://images.cocodataset.org/train2017/000000472621.jpg,640,298,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000045.png,7ef978df581d47890d3203bd767cc79a5418422bd2d7799ee8ebdb8737f0c544,1,rl_coco_000045.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000045.png,256,256,PNG,RGB,L
rl_coco_000046.png,rl,coco,MS_COCO_2017,235839,http://images.cocodataset.org/train2017/000000235839.jpg,360,450,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000046.png,182a4c8f4ff1fbe94e66d7795ce2970627648b7649f30fc25cf8fde74a9f072f,1,rl_coco_000046.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000046.png,256,256,PNG,RGB,L
rl_coco_000047.png,rl,coco,MS_COCO_2017,64710,http://images.cocodataset.org/train2017/000000064710.jpg,425,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000047.png,db5141aec0813e6bd3805834dc8844bd52d1e032c023a6531aa279e0a88b7ad5,1,rl_coco_000047.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000047.png,256,256,PNG,RGB,L
rl_coco_000048.png,rl,coco,MS_COCO_2017,298443,http://images.cocodataset.org/train2017/000000298443.jpg,640,427,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000048.png,923a9f408ac92985aa1d4b89e6bc5fed73317a7512d0961a97c4230a542bab45,1,rl_coco_000048.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000048.png,256,256,PNG,RGB,L
rl_coco_000049.png,rl,coco,MS_COCO_2017,504304,http://images.cocodataset.org/train2017/000000504304.jpg,640,427,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000049.png,0d92b150bf12e315944cb11eaae5b38f3bac858c49e800822b93e412cf152667,1,rl_coco_000049.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000049.png,256,256,PNG,RGB,L
rl_coco_000050.png,rl,coco,MS_COCO_2017,377715,http://images.cocodataset.org/train2017/000000377715.jpg,428,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000050.png,f8c77788d9245de8ae1db1ee8bb2765115032b0dfdab85bd255b43cae4ef17ca,1,rl_coco_000050.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000050.png,256,256,PNG,RGB,L
rl_coco_000051.png,rl,coco,MS_COCO_2017,237669,http://images.cocodataset.org/train2017/000000237669.jpg,640,427,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000051.png,e630aae06337dba58aed43f0b6bc28cbcb9c7605857b99fed201c200e79e6950,1,rl_coco_000051.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000051.png,256,256,PNG,RGB,L
rl_coco_000052.png,rl,coco,MS_COCO_2017,155885,http://images.cocodataset.org/train2017/000000155885.jpg,500,346,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000052.png,dafca79fcf527f00c8e7c36150c4dd31e074712fd5ff6978de567a775c03f59a,1,rl_coco_000052.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000052.png,256,256,PNG,RGB,L
rl_coco_000053.png,rl,coco,MS_COCO_2017,31747,http://images.cocodataset.org/train2017/000000031747.jpg,480,640,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000053.png,793574bdb2312a01368379085fbe29ababd41e1514a0ea5c1f3b66258708bde0,1,rl_coco_000053.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000053.png,256,256,PNG,RGB,L
rl_coco_000054.png,rl,coco,MS_COCO_2017,2684,http://images.cocodataset.org/train2017/000000002684.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000054.png,306349d63ef60dc772bf5e1476b102c74e6180bcf1269003b9452ac1c2bbfdae,1,rl_coco_000054.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000054.png,256,256,PNG,RGB,L
rl_coco_000055.png,rl,coco,MS_COCO_2017,84235,http://images.cocodataset.org/train2017/000000084235.jpg,640,427,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000055.png,36e9e1c371e41d5dcea0ad9f11b5b6fb8a2a85e9352d1b5d38e6e6c3a40025ee,1,rl_coco_000055.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000055.png,256,256,PNG,RGB,L
rl_coco_000056.png,rl,coco,MS_COCO_2017,60760,http://images.cocodataset.org/train2017/000000060760.jpg,375,500,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000056.png,6548d1b49a0eb6391b18f51b29548325e1f183bb6a2e29302c46c5e19ee03734,1,rl_coco_000056.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000056.png,256,256,PNG,RGB,L
rl_coco_000057.png,rl,coco,MS_COCO_2017,564659,http://images.cocodataset.org/train2017/000000564659.jpg,640,425,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000057.png,7859fa5dd13c17997496caff74d164b0a5ff1512d988cdc90ba916f7b243d96f,1,rl_coco_000057.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000057.png,256,256,PNG,RGB,L
rl_coco_000058.png,rl,coco,MS_COCO_2017,179558,http://images.cocodataset.org/train2017/000000179558.jpg,640,480,/content/drive/My Drive/DIP_Project/data/raw/MS_COCO_2017/images/rl_coco_000058.png,569481cc668ca93d517b67141b85f43625a2531938e008ada16274926f42cb67,1,rl_coco_000058.png,real,MS_COCO_2017,/content/drive/MyDrive/DIP_Project/data/preprocessed/MS_COCO_2017/images/rl_coco_000058.png,256,256,PNG,RGB,L
